IBGE;NU_IDENTIFICADOR;q62_3;q62_8;q62_9;q62_10;q62_11;q62_12;q62_13;q62_14;q62_15;q62_16;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Regional;DataCenso;DataCenso_2021;Faixas_etarias;d_62_8;d_62_8bin1;d_62_8bin2;d_62_8bin3;d_62_9;d_62_9bin1;d_62_9bin2;d_62_9bin3;d_62_9bin4;d_62_9bin5;d_62_10;d_62_10bin1;d_62_10bin2;d_62_10bin3;d_62_10bin4;d_62_8bin1_sum;d_62_8bin2_sum;d_62_8bin3_sum;d_62_9bin1_sum;d_62_9bin2_sum;d_62_9bin3_sum;d_62_9bin4_sum;d_62_9bin5_sum;d_62_10bin1_sum;d_62_10bin2_sum;d_62_10bin3_sum;d_62_10bin4_sum;nu_trabalhador;d_62_14_1bin_Gestão;d_62_14_1bin_PAIF;d_62_14_1bin_SCFV;d_62_14_1bin_PSB;d_62_14_1bin_Cadastramento;d_62_14_1bin_Beneficios;d_62_14_1bin_PCF;d_62_14_1bin_Outros;d_62_15_2bin_Gestão;d_62_15_2bin_PAIF;d_62_15_2bin_SCFV;d_62_15_2bin_PSB;d_62_15_2bin_Cadastramento;d_62_15_2bin_Beneficios;d_62_15_2bin_PCF;d_62_15_2bin_Outros;d_62_16_3bin_Gestão;d_62_16_3bin_PAIF;d_62_16_3bin_SCFV;d_62_16_3bin_PSB;d_62_16_3bin_Cadastramento;d_62_16_3bin_Beneficios;d_62_16_3bin_PCF;d_62_16_3bin_Outros;Gestao;PAIF;SCFV;PSB;Cadastramento;Beneficios;PCF;Outros;d_62_14_1bin_Gestão_sum;d_62_14_1bin_PAIF_sum;d_62_14_1bin_SCFV_sum;d_62_14_1bin_PSB_sum;d_62_14_1bin_Cadastramento_sum;d_62_14_1bin_Beneficios_sum;d_62_14_1bin_PCF_sum;d_62_14_1bin_Outros_sum;d_62_15_2bin_Gestão_sum;d_62_15_2bin_PAIF_sum;d_62_15_2bin_SCFV_sum;d_62_15_2bin_PSB_sum;d_62_15_2bin_Cadastramento_sum;d_62_15_2bin_Beneficios_sum;d_62_15_2bin_PCF_sum;d_62_15_2bin_Outros_sum;d_62_16_3bin_Gestão_sum;d_62_16_3bin_PAIF_sum;d_62_16_3bin_SCFV_sum;d_62_16_3bin_PSB_sum;d_62_16_3bin_Cadastramento_sum;d_62_16_3bin_Beneficios_sum;d_62_16_3bin_PCF_sum;d_62_16_3bin_Outros_sum
320130;13201300312;0;255;238;264;248;20;10/01/2013;3;99;7;3201308;32;3;Cariacica;348738;337643;11095;Grande;279,718; ;2;31.08.2021;8/31/2021;5;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;12;28;1;16;0;1;6;19;0;1;21;41; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ;1; ; ; ;1;1;1;7;9;17; ; ; ;6; ;2; ; ; ;21;5;12; ;2;1;1; ;3;11;22
320210;13202100207;0;255;239;138;252;20;01/01/2017;99;2;3;3202108;32;3;Ecoporanga;23212;14779;8433;Pequeno II;2285,369; ;2;31.08.2021;8/31/2021;3;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;0;8;4;1;1;0;0;1;4;0;0;8;12; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1; ; ; ; ;1;1;6; ; ; ; ; ;5; ;6;6; ; ; ; ; ;6; ;6; ; ; ; ; 
320210;13202100207;1;255;239;138;254;20;01/01/2017;99;2;3;3202108;32;3;Ecoporanga;23212;14779;8433;Pequeno II;2285,369; ;2;31.08.2021;8/31/2021;5;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;0;8;4;1;1;0;0;1;4;0;0;8;12; ; ; ; ; ; ; ;1; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1; ; ; ; ;1;1;6; ; ; ; ; ;5; ;6;6; ; ; ; ; ;6; ;6; ; ; ; ; 
330225;13302250600;0;257;273;138;249;18;01/09/2021;2;6;99;3302254;33;3;Itatiaia;28783;27813;970;Pequeno II;241,035; ;2;31.08.2021;8/31/2021;4;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;2;6;9;0;5;0;0;2;12;0;5;0;17; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ;1; ;1;1;6;2; ; ; ; ;6; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ;1
350950;13509503095;0;257;237;138;249;20;19/08/2013;2; ; ;3509502;35;3;Campinas;1080113;1061540;18573;Metrópole;794,571; ;2;31.08.2021;8/31/2021;3;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;1;5;7;0;2;0;0;4;10;0;0;3;13; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;2;6; ; ; ; ; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
351310;13513101575;0;257;273;138;248;272;26/07/2016;3; ; ;3513108;35;3;Cravinhos;31691;30902;789;Pequeno II;311,423; ;2;31.08.2021;8/31/2021;6;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;3;8;1;5;0;1;2;9;1;0;1;11; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;2;6;2; ; ; ; ;1; ;1;2; ; ; ; ; ; ; ;1; ; ; ; ; 
352480;13524800282;0;258;273;138;249;18;07/06/2009;2;5;4;3524808;35;3;Jales;47012;44239;2773;Pequeno II;368,574; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;1;9;10;0;5;0;1;4;20;0;0;0;20; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ;1; ;1;1; ; ; ;1;8;4; ;1; ; ;6; ;1;1;2;2; ; ; ; ; ; ;3; ; ; ; 
352480;13524800282;0;257;232;138;249;272;14/01/2019;2;3;4;3524808;35;3;Jales;47012;44239;2773;Pequeno II;368,574; ;2;31.08.2021;8/31/2021;3;2; ; ;1;4; ; ; ;1; ;1;1; ; ; ;1;9;10;0;5;0;1;4;20;0;0;0;20; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1;1; ; ; ; ;1;8;4; ;1; ; ;6; ;1;1;2;2; ; ; ; ; ; ;3; ; ; ; 
410580;14105801588;0;252;239;293;252;20;07/01/2021; ; ; ;4105805;41;4;Colombo;212967;203203;9764;Grande;197,793; ;2;31.08.2021;8/31/2021;3;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;3;1;12;1;6;0;1;2;9;1;2;4;16; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;8;1; ;1; ; ;1; ;1;1; ;8; ; ;2; ; ; ; ; ; ; ;10
411727;14117270666;0;257;273;139;21;262;24/04/2018;1;99; ;4117271;41;4;Nova Tebas;7398;2891;4507;Pequeno I;545,686; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;2; ;1; ; ;1;1;2;0;1;0;0;1;1;2;0;1;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1;1; ; ; ; ; ;1; ; ;1; ; ; ; ;1; ; ; ;1; ; ; ; 
412780;14127803153;0;258;273;138;21;20;01/05/2011;1;2;99;4127809;41;4;Tomazina;8791;4119;4672;Pequeno I;591,438; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;0;2;0;1;0;0;0;1;0;0;1;2;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ;1;2; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ;1; ; ; ; ; ;1
420830;14208300632;0;253;239;138;252;18;01/01/2020; ; ; ;4208302;42;4;Itapema;45797;44659;1138;Pequeno II;57,803; ;2;31.08.2021;8/31/2021;5;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;2;5;13;0;6;0;0;4;11;7;1;1;20; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;3;8;1;2;2; ; ;2; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; 
420890;14208902914;0;257;237;138;251;20;22/01/2013;1; ; ;4208906;42;4;Jaraguá do Sul;143123;132800;10323;Grande;529,447; ;2;31.08.2021;8/31/2021;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;1;1;18;1;8;0;1;5;13;1;0;6;20;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2;12; ; ;4; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
421360;14213603109;0;257;274;138;21;272;06/08/2018;2;1;4;4213609;42;4;Porto União;33493;28266;5227;Pequeno II;845,34; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;0;1;3;0;2;0;0;1;4;0;0;0;4; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ; ; ;1;1; ; ; ; ;2;2; ; ; ; ; ; ; ; ; ; ;2; ; ; ; 
430460;14304603018;0;256;239;142;253;18;01/03/2021;99;7; ;4304606;43;4;Canoas;323827;323827;0;Grande;131,096; ;2;31.08.2021;8/31/2021;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;0;2;11;1;6;0;0;3;11;0;0;2;13; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1;6;2;2; ; ; ;2; ; ; ; ;2;5;4;2; ; ; ; ;1;2; ;5
431100;14311003054;0;257;274;292;21;18;17/12/2018;3;5;2;4311007;43;4;Jaguarão;27931;26105;1826;Pequeno II;2051,021; ;2;31.08.2021;8/31/2021;4;2; ; ;1;5; ; ; ; ;1;3; ; ;1; ;0;0;6;0;3;0;1;2;2;0;2;2;6; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ;1;1; ;1; ; ; ; ;2;2; ;2; ; ; ; ;1;1; ;4; ; ; ; ;3;3; ; ; ; ; 
431510;14315100043;0;257;273;138;21;262;01/07/2015;2;3;99;4315107;43;4;Porto Xavier;10558;5210;5348;Pequeno I;281,926; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;2;3;0;1;0;1;1;5;0;0;0;5; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1; ;5; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; ; ; ; ; ;5
500100;15001001389;0;257;273;292;21;20;06/01/2021;2; ; ;5001003;50;5;Aparecida do Taboado;22320;20096;2224;Pequeno II;2750,15; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ;1;4;4;1;2;0;0;1;8;0;1;0;9; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;3; ; ;3; ; ;2; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
500460;15004603037;0;257;273;292;249;18;02/08/2021;2; ; ;5004601;50;5;Itaquiraí;18614;7600;11014;Pequeno I;2064,042; ;2;31.08.2021;8/31/2021;4;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ;0;2;8;1;2;0;1;2;7;0;2;1;10; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;3;5; ;1; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
150310;15031098106;1;257;237;266;21;18;04/01/2021;1; ; ;1503101;15;1;Gurupá;29062;9580;19482;Pequeno II;8540,113; ;2;31.08.2021;8/31/2021;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;3;6;4;1;1;0;0;1;5;1;0;7;13;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;3;1;1;2; ; ; ;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
150740;15074098946;0;257;274;138;21;18;17/09/2018;1;99; ;1507409;15;1;São Francisco do Pará;15060;5113;9947;Pequeno I;479,565; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;0;2;2;0;1;0;0;1;1;0;0;3;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;2; ;1; ; ; ; ;1; ;1; ; ; ; ; ;2; ; ; ; ; ; ; ;1
230630;23063094596;1;257;273;138;249;18;06/02/2018;2;3;99;2306306;23;2;Itapajé;48350;33990;14360;Pequeno II;430,565; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;4;6;0;4;0;1;1;5;0;1;4;10; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1;3;4; ; ; ; ; ;3; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ;7
261350;26135093870;0;252;239;142;251;20;04/01/2021; ; ; ;2613503;26;2;São José do Belmonte;32617;16168;16449;Pequeno II;1474,086; ;2;31.08.2021;8/31/2021;5;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;2;3;4;1;1;0;1;1;0;3;0;6;9; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;2;3; ; ; ; ; ; ;3;2; ;1;1; ; ; ; ;1;2;3;1; ; 
270520;27052098506;1;257;274;266;21;20;12/04/2021;1;99; ;2705200;27;2;Messias;15682;14263;1419;Pequeno I;114,156; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;0;0;4;0;1;0;1;2;0;0;1;3;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1;3; ; ; ; ; ; ; ; ;3; ; ; ; ;1; ; ; ; ;2; ; ;1
290670;29067094482;0;257;274;266;21;20;01/06/2021;2;3;4;2906709;29;2;Cândido Sales;27918;19286;8632;Pequeno II;1169,791; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;0;1;3;0;1;0;1;1;1;0;0;3;4; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1;1; ; ; ; ;1;3; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ; ;3; ; ; ;1
290930;29093094002;0;255;238;139;248;20;01/04/2020;4;99; ;2909307;29;2;Correntina;31249;12604;18645;Pequeno II;11492,171; ;2;31.08.2021;8/31/2021;3;1; ;1; ;6; ; ; ; ; ;2; ;1; ; ;2;5;7;0;2;0;2;2;2;4;5;3;14; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1;1;6; ;4; ; ; ;2;1; ; ;1; ;5; ;4;1; ; ; ; ;1; ;5
290930;29093094002;0;252;239;138;252;20;11/03/2010;4;1; ;2909307;29;2;Correntina;31249;12604;18645;Pequeno II;11492,171; ;2;31.08.2021;8/31/2021;5;0;1; ; ;8; ; ; ; ; ;1;1; ; ; ;2;5;7;0;2;0;2;2;2;4;5;3;14; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1; ; ; ; ;1;6; ;4; ; ; ;2;1; ; ;1; ;5; ;4;1; ; ; ; ;1; ;5
291080;29108093862;1;257;237;266;21;20;01/10/2021;1; ; ;2910800;29;2;Feira de Santana;556642;510635;46007;Grande;1304,425; ;2;31.08.2021;8/31/2021;2;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;1;3;11;1;2;0;1;2;0;0;0;15;15;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;4;4;3;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
291080;29108093862;1;255;274;266;249;20;09/01/2021;7; ; ;2910800;29;2;Feira de Santana;556642;510635;46007;Grande;1304,425; ;2;31.08.2021;8/31/2021;4;1; ;1; ;5; ; ; ; ;1;4; ; ; ;1;1;3;11;1;2;0;1;2;0;0;0;15;15; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;4;4;3;1;2; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
293020;29302099014;0;253;239;266;252;262;19/01/2019; ; ; ;2930204;29;2;Sento Sé;37425;21676;15749;Pequeno II;12181,239; ;2;31.08.2021;8/31/2021;4;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;2;5;6;2;1;0;1;2;1;0;1;11;13; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;4;3; ;4; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
314600;31460093988;0;257;275;138;249;20;01/06/2018;3; ; ;3146008;31;3;Ouro Fino;31568;23763;7805;Pequeno II;533,714; ;2;31.08.2021;8/31/2021;5;2; ; ;1;1;1; ; ; ; ;1;1; ; ; ;0;0;3;1;1;0;0;0;2;1;0;0;3; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1;1; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; 
330023;33002396768;0;257;273;266;21;263;01/01/2021;1;4;99;3300233;33;3;Armação dos Búzios;27560;27560;0;Pequeno II;70,751; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;0;2;6;1;2;0;0;2;5;0;0;3;8;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1; ; ; ;1;3;5; ; ; ; ; ; ; ; ;5;2; ; ;1; ; ; ; ; ; ;3; ;5
330270;33027095822;0;260;274;264;249;18;21/07/2020;2;3; ;3302700;33;3;Maricá;127461;125491;1970;Grande;361,995; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;0;3;12;0;4;0;1;7;0;0;3;12;15; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ; ;1;10; ; ; ; ; ;4; ; ;5; ;4;1; ; ; ; ;1; ; ;3; ; 
330570;33057097645;0;257;232;138;21;20;21/06/2021;1;99; ;3305703;33;3;Sumidouro;14900;5440;9460;Pequeno I;413,37; ;2;31.08.2021;8/31/2021;3;2; ; ;1;4; ; ; ;1; ;1;1; ; ; ;0;1;4;0;2;0;1;1;4;0;0;1;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1;3; ; ; ; ; ;1; ; ; ; ; ; ; ;4; ; ; ; ; ; ; ; 
355030;35503094144;0;257;273;138;249;18;03/07/2019;2;5;6;3550308;35;3;São Paulo;11253503;11152344;101159;Metrópole;1521,11; ;2;31.08.2021;8/31/2021;5;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;1;2;10;0;8;0;0;3;6;3;0;4;13; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;1;1; ; ;4;7; ; ;1; ; ; ; ;4; ; ;7;1; ; ;3;1;1; ;3;4; ; 
410715;41071595834;0;257;275;138;21;20;07/06/2017;1;2;3;4107157;41;4;Diamante D'Oeste;5027;2561;2466;Pequeno I;309,11; ;2;31.08.2021;8/31/2021;5;2; ; ;1;1;1; ; ; ; ;1;1; ; ; ;1;1;4;1;1;0;1;1;4;1;0;1;6;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1;1; ; ; ; ; ;2;3; ; ; ; ; ;1; ;2;3; ; ; ; ; ;1; ;1; ; ; ; ;3
411150;41115093608;0;257;273;292;21;272;20/09/2019;1;2;99;4111506;41;4;Ivaiporã;31816;27438;4378;Pequeno II;431,502; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ;0;2;3;0;1;0;0;1;1;0;2;2;5;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ;1;1;1; ;1; ; ; ;2; ;1;1; ; ; ; ;1; ; ; ; ;1; ; ;1
420245;42024599022;0;258;273;138;21;18;12/05/2020;1;2;6;4202453;42;4;Bombinhas;14293;14293;0;Pequeno I;35,923; ;2;31.08.2021;8/31/2021;4;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;0;3;0;2;0;0;1;2;0;0;1;3;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1; ; ; ;1; ; ;1;1;1; ; ; ; ; ; ;1; ; ; ;2; ; ; ; ; ; ; ;1; ;2
420890;42089097653;0;257;237;138;249;20;12/08/2008;1; ; ;4208906;42;4;Jaraguá do Sul;143123;132800;10323;Grande;529,447; ;2;31.08.2021;8/31/2021;5;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;1;4;22;1;9;0;0;8;17;0;0;10;27;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;5;11;3;1; ; ; ;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
110006;11000698810;0;258;275;138;249;20;01/03/2017;3;2;4;1100064;11;1;Colorado do Oeste;18591;13657;4934;Pequeno I;1451,06; ;2;31.08.2021;8/31/2021;5;2; ; ;1;1;1; ; ; ; ;1;1; ; ; ;0;1;2;1;1;0;0;0;3;0;0;0;3; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1;1; ; ; ; ; ;1;1; ; ; ; ;1; ;1; ;1; ; ; ; ; ; ;1;1; ; ; ; 
110006;11000698810;0;257;273;138;21;20;24/07/2017;2;4;3;1100064;11;1;Colorado do Oeste;18591;13657;4934;Pequeno I;1451,06; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;1;2;1;1;0;0;0;3;0;0;0;3; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1;1; ; ; ; ; ;1;1; ; ; ; ;1; ;1; ;1; ; ; ; ; ; ;1;1; ; ; ; 
110006;11000698810;0;255;239;138;252;20;26/03/2018;99; ; ;1100064;11;1;Colorado do Oeste;18591;13657;4934;Pequeno I;1451,06; ;2;31.08.2021;8/31/2021;4;1; ;1; ;8; ; ; ; ; ;1;1; ; ; ;0;1;2;1;1;0;0;0;3;0;0;0;3; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1; ;1; ;1; ; ; ; ; ; ;1;1; ; ; ; 
110009;11000999332;0;257;274;266;249;20;22/02/2021;2;3;5;1100098;11;1;Espigão D'Oeste;28729;20610;8119;Pequeno II;4518,026; ;2;31.08.2021;8/31/2021;2;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;0;2;5;2;1;0;0;2;1;0;0;6;7; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;2;2;2; ; ; ; ;1; ; ;1;2;1; ; ; ; ; ;1; ;1; ; ;2
110009;11000999332;0;255;238;266;248;20;10/03/2021;3;4;99;1100098;11;1;Espigão D'Oeste;28729;20610;8119;Pequeno II;4518,026; ;2;31.08.2021;8/31/2021;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;2;5;2;1;0;0;2;1;0;0;6;7; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1; ; ; ;1;2;2;2; ; ; ; ;1; ; ;1;2;1; ; ; ; ; ;1; ;1; ; ;2
110009;11000999332;0;258;273;266;249;20;15/02/2021;2;5;3;1100098;11;1;Espigão D'Oeste;28729;20610;8119;Pequeno II;4518,026; ;2;31.08.2021;8/31/2021;4;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;0;2;5;2;1;0;0;2;1;0;0;6;7; ;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ;1;1; ;1; ; ; ;2;2;2; ; ; ; ;1; ; ;1;2;1; ; ; ; ; ;1; ;1; ; ;2
110009;11000999332;1;257;274;138;21;20;08/01/2020;1; ; ;1100098;11;1;Espigão D'Oeste;28729;20610;8119;Pequeno II;4518,026; ;2;31.08.2021;8/31/2021;4;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;0;2;5;2;1;0;0;2;1;0;0;6;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2;2;2; ; ; ; ;1; ; ;1;2;1; ; ; ; ; ;1; ;1; ; ;2
110009;11000999332;0;255;238;266;252;20;22/02/2021;99; ; ;1100098;11;1;Espigão D'Oeste;28729;20610;8119;Pequeno II;4518,026; ;2;31.08.2021;8/31/2021;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;2;5;2;1;0;0;2;1;0;0;6;7; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2;2; ; ; ; ;1; ; ;1;2;1; ; ; ; ; ;1; ;1; ; ;2
110009;11000999332;0;257;275;266;251;20;10/03/2021;1; ; ;1100098;11;1;Espigão D'Oeste;28729;20610;8119;Pequeno II;4518,026; ;2;31.08.2021;8/31/2021;3;2; ; ;1;1;1; ; ; ; ;4; ; ; ;1;0;2;5;2;1;0;0;2;1;0;0;6;7;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2;2;2; ; ; ; ;1; ; ;1;2;1; ; ; ; ; ;1; ;1; ; ;2
110009;11000999332;0;257;275;266;248;20;01/03/2021;3;4;99;1100098;11;1;Espigão D'Oeste;28729;20610;8119;Pequeno II;4518,026; ;2;31.08.2021;8/31/2021;3;2; ; ;1;1;1; ; ; ; ;4; ; ; ;1;0;2;5;2;1;0;0;2;1;0;0;6;7; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ;1;1; ; ; ;1;2;2;2; ; ; ; ;1; ; ;1;2;1; ; ; ; ; ;1; ;1; ; ;2
