IBGE;NU_IDENTIFICADOR;q62_3;q62_8;q62_9;q62_10;q62_11;q62_12;q62_13;q62_14;q62_15;q62_16;IBGE7;UF;Regiao;Município;Pop_total_2010;Pop_Urbana2010;Pop_Rural2010;Porte_pop2010;areaKm2;Q_incompleto;Regional;DataCenso;DataCenso_2021;Faixas_etarias;d_62_8;d_62_8bin1;d_62_8bin2;d_62_8bin3;d_62_9;d_62_9bin1;d_62_9bin2;d_62_9bin3;d_62_9bin4;d_62_9bin5;d_62_10;d_62_10bin1;d_62_10bin2;d_62_10bin3;d_62_10bin4;d_62_8bin1_sum;d_62_8bin2_sum;d_62_8bin3_sum;d_62_9bin1_sum;d_62_9bin2_sum;d_62_9bin3_sum;d_62_9bin4_sum;d_62_9bin5_sum;d_62_10bin1_sum;d_62_10bin2_sum;d_62_10bin3_sum;d_62_10bin4_sum;nu_trabalhador;d_62_14_1bin_Gestão;d_62_14_1bin_PAIF;d_62_14_1bin_SCFV;d_62_14_1bin_PSB;d_62_14_1bin_Cadastramento;d_62_14_1bin_Beneficios;d_62_14_1bin_PCF;d_62_14_1bin_Outros;d_62_15_2bin_Gestão;d_62_15_2bin_PAIF;d_62_15_2bin_SCFV;d_62_15_2bin_PSB;d_62_15_2bin_Cadastramento;d_62_15_2bin_Beneficios;d_62_15_2bin_PCF;d_62_15_2bin_Outros;d_62_16_3bin_Gestão;d_62_16_3bin_PAIF;d_62_16_3bin_SCFV;d_62_16_3bin_PSB;d_62_16_3bin_Cadastramento;d_62_16_3bin_Beneficios;d_62_16_3bin_PCF;d_62_16_3bin_Outros;Gestao;PAIF;SCFV;PSB;Cadastramento;Beneficios;PCF;Outros;d_62_14_1bin_Gestão_sum;d_62_14_1bin_PAIF_sum;d_62_14_1bin_SCFV_sum;d_62_14_1bin_PSB_sum;d_62_14_1bin_Cadastramento_sum;d_62_14_1bin_Beneficios_sum;d_62_14_1bin_PCF_sum;d_62_14_1bin_Outros_sum;d_62_15_2bin_Gestão_sum;d_62_15_2bin_PAIF_sum;d_62_15_2bin_SCFV_sum;d_62_15_2bin_PSB_sum;d_62_15_2bin_Cadastramento_sum;d_62_15_2bin_Beneficios_sum;d_62_15_2bin_PCF_sum;d_62_15_2bin_Outros_sum;d_62_16_3bin_Gestão_sum;d_62_16_3bin_PAIF_sum;d_62_16_3bin_SCFV_sum;d_62_16_3bin_PSB_sum;d_62_16_3bin_Cadastramento_sum;d_62_16_3bin_Beneficios_sum;d_62_16_3bin_PCF_sum;d_62_16_3bin_Outros_sum
280690;28069098242;0;257;274;266;249;18;01/09/2021;2; ; ;2806909;28;2;São Francisco;3393;2379;1014;Pequeno I;83,872; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;0;1;4;0;1;0;1;1;0;0;0;5;5; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;2;2; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
280690;28069098242;0;258;237;266;21;18;03/02/2020;1; ; ;2806909;28;2;São Francisco;3393;2379;1014;Pequeno I;83,872; ;2;31.08.2021;8/31/2021;3;2; ; ;1;8; ; ; ; ; ;4; ; ; ;1;0;1;4;0;1;0;1;1;0;0;0;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2;2; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
280690;28069098242;1;255;239;266;252;20;01/06/2021;99; ; ;2806909;28;2;São Francisco;3393;2379;1014;Pequeno I;83,872; ;2;31.08.2021;8/31/2021;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;0;1;4;0;1;0;1;1;0;0;0;5;5; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;2;2; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
280690;28069098242;1;257;232;266;251;20;01/03/2021;1; ; ;2806909;28;2;São Francisco;3393;2379;1014;Pequeno I;83,872; ;2;31.08.2021;8/31/2021;2;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1;0;1;4;0;1;0;1;1;0;0;0;5;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2;2; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
280690;28069098242;0;257;273;266;249;18;01/09/2021;2; ; ;2806909;28;2;São Francisco;3393;2379;1014;Pequeno I;83,872; ;2;31.08.2021;8/31/2021;4;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;0;1;4;0;1;0;1;1;0;0;0;5;5; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;2;2; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
280720;28072098286;0;257;273;292;21;20;02/01/2017;1;2;3;2807204;28;2;Siriri;8004;3181;4823;Pequeno I;168,372; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ;0;0;3;0;2;0;0;1;0;0;1;2;3;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1;1; ; ; ; ; ;1;2; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ;1; ; ; ; ;2
280720;28072098286;0;257;274;142;249;18;01/03/2021;2;3;99;2807204;28;2;Siriri;8004;3181;4823;Pequeno I;168,372; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;0;0;3;0;2;0;0;1;0;0;1;2;3; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1;1;2; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ;1; ; ; ; ;2
280720;28072098286;0;257;273;266;249;18;01/02/2019;2;3;99;2807204;28;2;Siriri;8004;3181;4823;Pequeno I;168,372; ;2;31.08.2021;8/31/2021;2;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;0;0;3;0;2;0;0;1;0;0;1;2;3; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1;1; ; ; ; ;1;1;2; ; ; ; ; ; ; ;1;2; ; ; ; ; ; ; ;1; ; ; ; ;2
280730;28073098156;0;257;273;266;249;18;15/02/2021;2; ; ;2807303;28;2;Telha;2957;1127;1830;Pequeno I;49,027; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;0;0;4;0;3;0;1;0;0;0;0;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
280730;28073098156;0;257;273;266;249;272;01/04/2021;2; ; ;2807303;28;2;Telha;2957;1127;1830;Pequeno I;49,027; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;0;0;4;0;3;0;1;0;0;0;0;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
280730;28073098156;0;257;273;266;21;18;04/01/2021;1; ; ;2807303;28;2;Telha;2957;1127;1830;Pequeno I;49,027; ;2;31.08.2021;8/31/2021;2;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;0;0;4;0;3;0;1;0;0;0;0;4;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
280730;28073098156;1;257;232;142;249;18;04/01/2021;2; ; ;2807303;28;2;Telha;2957;1127;1830;Pequeno I;49,027; ;2;31.08.2021;8/31/2021;2;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1;0;0;4;0;3;0;1;0;0;0;0;4;4; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;3; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
280750;28075098260;0;257;273;138;249;18;01/09/2017;2;3;1;2807501;28;2;Tomar do Geru;12855;4812;8043;Pequeno I;306,264; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;1;1; ; ; ;0;0;3;1;1;0;0;1;2;0;1;0;3; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ;1;2; ; ; ; ; ; ; ;1;2; ; ; ; ; ;2; ; ; ; ; ; ;1
280750;28075098260;0;257;275;292;21;20;02/08/2021;1;2;99;2807501;28;2;Tomar do Geru;12855;4812;8043;Pequeno I;306,264; ;2;31.08.2021;8/31/2021;2;2; ; ;1;1;1; ; ; ; ;3; ; ;1; ;0;0;3;1;1;0;0;1;2;0;1;0;3;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ;1;1;2; ; ; ; ; ; ; ;1;2; ; ; ; ; ;2; ; ; ; ; ; ;1
280750;28075098260;0;257;274;138;249;18;01/09/2017;2;3;1;2807501;28;2;Tomar do Geru;12855;4812;8043;Pequeno I;306,264; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;1;1; ; ; ;0;0;3;1;1;0;0;1;2;0;1;0;3; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ;1;1;1; ; ; ; ; ;1;2; ; ; ; ; ; ; ;1;2; ; ; ; ; ;2; ; ; ; ; ; ;1
290110;29011093768;0;257;237;138;251;20;04/11/2015;99; ; ;2901106;29;2;Amélia Rodrigues;25190;19957;5233;Pequeno II;173,484; ;2;31.08.2021;8/31/2021;3;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;3;5;0;1;0;1;2;2;0;1;5;8; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3; ;2; ; ; ;2; ; ;1; ;1;3; ; ; ; ;4; ;1; ; ; 
290110;29011093768;1;255;239;142;248;20;14/10/2021;4;3;5;2901106;29;2;Amélia Rodrigues;25190;19957;5233;Pequeno II;173,484; ;2;31.08.2021;8/31/2021;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;0;3;5;0;1;0;1;2;2;0;1;5;8; ; ; ;1; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1;1; ; ; ;1;3; ;2; ; ; ;2; ; ;1; ;1;3; ; ; ; ;4; ;1; ; ; 
290110;29011093768;0;257;273;142;249;18;20/01/2021;2;6;3;2901106;29;2;Amélia Rodrigues;25190;19957;5233;Pequeno II;173,484; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;0;3;5;0;1;0;1;2;2;0;1;5;8; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ;1;1; ; ;1; ; ;1;3; ;2; ; ; ;2; ; ;1; ;1;3; ; ; ; ;4; ;1; ; ; 
290110;29011093768;0;257;232;142;249;272;11/08/2021;2;6;3;2901106;29;2;Amélia Rodrigues;25190;19957;5233;Pequeno II;173,484; ;2;31.08.2021;8/31/2021;3;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1;0;3;5;0;1;0;1;2;2;0;1;5;8; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ;1;1; ; ;1; ; ;1;3; ;2; ; ; ;2; ; ;1; ;1;3; ; ; ; ;4; ;1; ; ; 
290110;29011093768;0;257;274;292;21;20;02/03/2020;1; ; ;2901106;29;2;Amélia Rodrigues;25190;19957;5233;Pequeno II;173,484; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;3; ; ;1; ;0;3;5;0;1;0;1;2;2;0;1;5;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;1;3; ;2; ; ; ;2; ; ;1; ;1;3; ; ; ; ;4; ;1; ; ; 
290110;29011093768;0;257;274;142;249;20;20/01/2021;2;6;3;2901106;29;2;Amélia Rodrigues;25190;19957;5233;Pequeno II;173,484; ;2;31.08.2021;8/31/2021;2;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;0;3;5;0;1;0;1;2;2;0;1;5;8; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1; ; ; ; ; ; ;1;1; ; ;1; ; ;1;3; ;2; ; ; ;2; ; ;1; ;1;3; ; ; ; ;4; ;1; ; ; 
290110;29011093768;1;255;239;142;248;20;09/08/2021;4;5;3;2901106;29;2;Amélia Rodrigues;25190;19957;5233;Pequeno II;173,484; ;2;31.08.2021;8/31/2021;2;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;0;3;5;0;1;0;1;2;2;0;1;5;8; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1; ; ; ; ; ; ; ;1;1;1; ; ; ;1;3; ;2; ; ; ;2; ; ;1; ;1;3; ; ; ; ;4; ;1; ; ; 
290110;29011093768;0;255;238;138;252;20;21/10/2015;99; ; ;2901106;29;2;Amélia Rodrigues;25190;19957;5233;Pequeno II;173,484; ;2;31.08.2021;8/31/2021;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;0;3;5;0;1;0;1;2;2;0;1;5;8; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1;1;3; ;2; ; ; ;2; ; ;1; ;1;3; ; ; ; ;4; ;1; ; ; 
290120;29012094694;0;257;273;292;21;20;04/01/2021; ; ; ;2901205;29;2;Anagé;25516;4924;20592;Pequeno II;1336,361; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ;1;1;4;0;2;0;1;1;0;4;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
290120;29012094694;0;253;239;139;252;18;02/01/2017; ; ; ;2901205;29;2;Anagé;25516;4924;20592;Pequeno II;1336,361; ;2;31.08.2021;8/31/2021;3;0;1; ; ;8; ; ; ; ; ;2; ;1; ; ;1;1;4;0;2;0;1;1;0;4;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
290120;29012094694;0;257;273;139;249;18;04/01/2021; ; ; ;2901205;29;2;Anagé;25516;4924;20592;Pequeno II;1336,361; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;2; ;1; ; ;1;1;4;0;2;0;1;1;0;4;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
290120;29012094694;0;258;274;139;249;18;08/04/2019; ; ; ;2901205;29;2;Anagé;25516;4924;20592;Pequeno II;1336,361; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;2; ;1; ; ;1;1;4;0;2;0;1;1;0;4;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
290120;29012094694;0;255;238;266;251;20;07/06/2021; ; ; ;2901205;29;2;Anagé;25516;4924;20592;Pequeno II;1336,361; ;2;31.08.2021;8/31/2021;2;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;1;1;4;0;2;0;1;1;0;4;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
290120;29012094694;1;257;232;139;249;18;01/12/1999; ; ; ;2901205;29;2;Anagé;25516;4924;20592;Pequeno II;1336,361; ;2;31.08.2021;8/31/2021;6;2; ; ;1;4; ; ; ;1; ;2; ;1; ; ;1;1;4;0;2;0;1;1;0;4;1;1;6; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; 
290130;29013098986;0;255;238;138;252;20;01/01/2019;1;4;99;2901304;29;2;Andaraí;13960;7773;6187;Pequeno I;1590,316; ;2;31.08.2021;8/31/2021;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;0;1;2;0;0;0;1;0;2;0;0;1;3;1; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1;1; ; ;1; ; ; ;1;2;1; ; ; ; ; ; ; ; ;1;1; ;1; ; ; ; ; ; ;1; ; ;2
290130;29013098986;0;257;237;138;21;20;01/09/2018;1;6;99;2901304;29;2;Andaraí;13960;7773;6187;Pequeno I;1590,316; ;2;31.08.2021;8/31/2021;3;2; ; ;1;8; ; ; ; ; ;1;1; ; ; ;0;1;2;0;0;0;1;0;2;0;0;1;3;1; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1;1; ; ; ; ;1; ;1;2;1; ; ; ; ; ; ; ; ;1;1; ;1; ; ; ; ; ; ;1; ; ;2
290130;29013098986;0;257;232;266;249;272;04/02/2019;2;3;5;2901304;29;2;Andaraí;13960;7773;6187;Pequeno I;1590,316; ;2;31.08.2021;8/31/2021;2;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1;0;1;2;0;0;0;1;0;2;0;0;1;3; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ;1;1; ;1; ; ; ;2;1; ; ; ; ; ; ; ; ;1;1; ;1; ; ; ; ; ; ;1; ; ;2
290180;29018099152;1;258;237;292;21;20;12/01/2021;1;99; ;2901809;29;2;Antônio Gonçalves;11015;5783;5232;Pequeno I;345,283; ;2;31.08.2021;8/31/2021;3;2; ; ;1;8; ; ; ; ; ;3; ; ;1; ;0;3;2;0;0;0;1;1;0;0;1;4;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;2;3; ; ; ; ; ; ; ; ; ;3; ; ; ;2; ; ; ; ; ;3; ; 
290180;29018099152;0;256;238;266;249;272;04/01/2021;2;4;6;2901809;29;2;Antônio Gonçalves;11015;5783;5232;Pequeno I;345,283; ;2;31.08.2021;8/31/2021;3;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;3;2;0;0;0;1;1;0;0;1;4;5; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ;1; ;1; ; ;2;3; ; ; ; ; ; ; ; ; ;3; ; ; ;2; ; ; ; ; ;3; ; 
290180;29018099152;0;256;274;266;249;272;04/01/2021;2;4;6;2901809;29;2;Antônio Gonçalves;11015;5783;5232;Pequeno I;345,283; ;2;31.08.2021;8/31/2021;2;1; ;1; ;5; ; ; ; ;1;4; ; ; ;1;0;3;2;0;0;0;1;1;0;0;1;4;5; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ;1; ;1; ; ;2;3; ; ; ; ; ; ; ; ; ;3; ; ; ;2; ; ; ; ; ;3; ; 
290180;29018099152;0;257;232;266;249;272;01/06/2021;2;4;6;2901809;29;2;Antônio Gonçalves;11015;5783;5232;Pequeno I;345,283; ;2;31.08.2021;8/31/2021;2;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1;0;3;2;0;0;0;1;1;0;0;1;4;5; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ;1; ;1; ; ;2;3; ; ; ; ; ; ; ; ; ;3; ; ; ;2; ; ; ; ; ;3; ; 
290180;29018099152;0;255;238;266;251;272;04/01/2021;1;99; ;2901809;29;2;Antônio Gonçalves;11015;5783;5232;Pequeno I;345,283; ;2;31.08.2021;8/31/2021;4;1; ;1; ;6; ; ; ; ; ;4; ; ; ;1;0;3;2;0;0;0;1;1;0;0;1;4;5;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;2;3; ; ; ; ; ; ; ; ; ;3; ; ; ;2; ; ; ; ; ;3; ; 
290200;29020095868;0;257;274;292;249;18;01/02/2021;2;4; ;2902005;29;2;Aracatu;13743;3938;9805;Pequeno I;1489,804; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;3; ; ;1; ;0;1;3;0;1;0;1;1;1;0;3;0;4; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ;1; ; ; ; ;1;3; ; ; ; ; ; ; ; ;1;1; ;1; ;1; ; ; ;1; ; ; ; 
290200;29020095868;0;257;273;292;249;18;04/01/2021;2;3;4;2902005;29;2;Aracatu;13743;3938;9805;Pequeno I;1489,804; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;3; ; ;1; ;0;1;3;0;1;0;1;1;1;0;3;0;4; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;1;1; ; ; ; ;1;3; ; ; ; ; ; ; ; ;1;1; ;1; ;1; ; ; ;1; ; ; ; 
290200;29020095868;0;258;232;292;249;272;04/01/2021;2;6; ;2902005;29;2;Aracatu;13743;3938;9805;Pequeno I;1489,804; ;2;31.08.2021;8/31/2021;3;2; ; ;1;4; ; ; ;1; ;3; ; ;1; ;0;1;3;0;1;0;1;1;1;0;3;0;4; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ;1; ; ;1;3; ; ; ; ; ; ; ; ;1;1; ;1; ;1; ; ; ;1; ; ; ; 
290200;29020095868;0;255;238;138;21;20;01/01/2021;1;99; ;2902005;29;2;Aracatu;13743;3938;9805;Pequeno I;1489,804; ;2;31.08.2021;8/31/2021;4;1; ;1; ;6; ; ; ; ; ;1;1; ; ; ;0;1;3;0;1;0;1;1;1;0;3;0;4;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;1;3; ; ; ; ; ; ; ; ;1;1; ;1; ;1; ; ; ;1; ; ; ; 
290260;29026097856;0;257;274;142;249;20;04/01/2021;2;99; ;2902609;29;2;Baixa Grande;20060;8338;11722;Pequeno II;967,514; ;2;31.08.2021;8/31/2021;3;2; ; ;1;5; ; ; ; ;1;4; ; ; ;1;2;1;5;1;1;0;2;1;0;0;0;8;8; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; 
290260;29026097856;0;257;273;142;249;18;04/02/2021;2;99; ;2902609;29;2;Baixa Grande;20060;8338;11722;Pequeno II;967,514; ;2;31.08.2021;8/31/2021;3;2; ; ;1;2; ;1; ; ; ;4; ; ; ;1;2;1;5;1;1;0;2;1;0;0;0;8;8; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; 
290260;29026097856;0;255;239;142;251;20;04/01/2021;1;99; ;2902609;29;2;Baixa Grande;20060;8338;11722;Pequeno II;967,514; ;2;31.08.2021;8/31/2021;3;1; ;1; ;8; ; ; ; ; ;4; ; ; ;1;2;1;5;1;1;0;2;1;0;0;0;8;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ;1;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; 
290260;29026097856;1;257;232;142;249;18;14/03/2021;2;99; ;2902609;29;2;Baixa Grande;20060;8338;11722;Pequeno II;967,514; ;2;31.08.2021;8/31/2021;2;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1;2;1;5;1;1;0;2;1;0;0;0;8;8; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; 
290260;29026097856;0;257;232;142;249;18;02/10/2021;2;99; ;2902609;29;2;Baixa Grande;20060;8338;11722;Pequeno II;967,514; ;2;31.08.2021;8/31/2021;3;2; ; ;1;4; ; ; ;1; ;4; ; ; ;1;2;1;5;1;1;0;2;1;0;0;0;8;8; ;1; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ;1;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; 
290260;29026097856;0;252;239;142;252;20;04/01/2021; ; ; ;2902609;29;2;Baixa Grande;20060;8338;11722;Pequeno II;967,514; ;2;31.08.2021;8/31/2021;4;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;2;1;5;1;1;0;2;1;0;0;0;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; 
290260;29026097856;0;257;275;142;21;20;04/01/2021;1; ; ;2902609;29;2;Baixa Grande;20060;8338;11722;Pequeno II;967,514; ;2;31.08.2021;8/31/2021;5;2; ; ;1;1;1; ; ; ; ;4; ; ; ;1;2;1;5;1;1;0;2;1;0;0;0;8;8;1; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;1; ; ; ; ; ; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; 
290260;29026097856;1;253;239;142;254;20;04/01/2021; ; ; ;2902609;29;2;Baixa Grande;20060;8338;11722;Pequeno II;967,514; ;2;31.08.2021;8/31/2021;4;0;1; ; ;8; ; ; ; ; ;4; ; ; ;1;2;1;5;1;1;0;2;1;0;0;0;8;8; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ; ;2;4; ; ; ; ; ; ; ; ; ; ; ; ; ;5; ; ; ; ; ; ; ; 
